customer_tweet_id,customer_message,intent,predicted_intent,intent_confidence,escalation,predicted_escalation,best_similarity,draft_reply,reply_word_count,generic_reply,customer_reply_word_overlap
2772537.0,@sprintcare So pretty much if you have been loyal to sprint you get literally get nothing? Wow that's great,Customer Service Issue,General Complaint / Other,0.3472093014780411,Human,Human,0.3502940633939782,"@555881 Wow! what's going on? What's you feel this way about us? Please send us a Direct Message, so that we can further assist you. -KF",26,False,0.091
1927446.0,@115714  11 minutes and no one has answered..... seriously ?!?!?,Device / Technical Issue,Customer Service Issue,0.303350990839363,Human,Human,0.3734515508378406,"@214774 Yes, this is an estimated date. Once your order have been placed, after 24 hours you can track your device at https://t.co/RDgqxv7W9w -K.C",24,False,0.0
1772060.0,"@sprintcare @116447 Thank you so much (if this is Lisa; i left a VM, you can disregard).  :)",Billing / Payment,General Complaint / Other,0.4939205720556945,Human,Auto,0.3877327830196255,@171793 Contacting you to ensure your network coverage is addressed. https://t.co/rMApsV8PQY,11,False,0.0
1086530.0,"@115911 customers get free Netflix, @ATT customers get free HBO. @115714 whatcha got for us? 🤔 #Sprint #Netflix #HBO",General Complaint / Other,Cancellation / Switching / Retention,0.6998571106682789,Human,Human,0.5852337746713039,@365668 Hello! Do you need our assistance? - AP,9,False,0.0
492758.0,"Any lawyers wanna take on @115714, could be class action. Locking paid phones false collections, retaliation for changing carriers. DM ME!",Order / Upgrade / iPhone,Billing / Payment,0.3544288328565855,Auto,Human,0.2608995337816721,"@354253 Hi, we definitely want to work with you on this. Follow us @sprintcare and please send us a DM in order to further assist you. -Y.F.",27,True,0.0
1402344.0,@sprintcare You’re saying once they hit you’ll remove them permanently?,Website / App Issue,General Complaint / Other,0.3324074684199295,Auto,Human,0.5801014255585005,@426804 YAY! YAY! good to hear this have a blessed day! -FR,12,False,0.0
1316011.0,"@115714 once again your shitty site crashes, just like last year 🙄 https://t.co/eWOotqIAUn",General Complaint / Other,Website / App Issue,0.2743407962884854,Human,Human,0.4473718008824188,"@572640 Hey! We'd like to provide you with other ways to pre-order, please give us a DM for us to further assist you! - FL https://t.co/rMApsV8PQY",26,False,0.167
2969047.0,@116447 @115714 I have never experienced this level of customer disservice before. 5 hours trying to get the right dept. to help.,Order / Upgrade / iPhone,Customer Service Issue,0.4029623844186469,Human,Human,0.3008958912310265,"@369403 This is concerning for us to hear. Please send us a DM, so that we can further assist you. -SD",21,True,0.077
802728.0,@sprintcare That's just it. You don't actually want to assist your customers. You just want their money,Billing / Payment,Billing / Payment,0.7880878075616814,Human,Human,0.4588208681006441,"@116173 Hi, your issues was brought to my attention. I would like to assist you. Send us a DM. -ResolutionSup SR",21,True,0.2
2454201.0,My screen is cracked i can’t even check twitter properly:/ yo @115714 hook me up with iPhone X 🙏🏽@115858,Customer Service Issue,Order / Upgrade / iPhone,0.4310584921988061,Human,Human,0.3553842153070713,"@775479 Hello there. You would need to return the device in good working condition or pay a device damage fee, which you can verify by visiting a nearby store using: https://t.co/X1DpDgk1EU . - JF",34,False,0.0
1465531.0,@115714 When I log in to sprint it tells me $43 a month. What gives?,Network / Connectivity,Billing / Payment,0.401827216702264,Human,Human,0.6167352405271131,@514591 (1/2) Hi there! Thanks for bringing this to our attention. We would love to look into that for you. - WR,22,False,0.0
2587689.0,@115714 New customers and Actual customers 🙄hello https://t.co/u3hSBlxCN2,Billing / Payment,General Complaint / Other,0.6853378684513487,Human,Auto,0.4075581015383663,"@803489 Hi there. To verify if you are eligible for an upgrade and a new device, please visit https://t.co/KDKMy1BbDn and login with your username. Here you will also find all the offers available for said new devices. - JF",39,False,0.2
2362045.0,i want my iPhone X already :(( @115714,Billing / Payment,Order / Upgrade / iPhone,0.8657023090915945,Human,Auto,0.6672389306722437,"@203760 That's not the type of idea we want you to have. What seems to be the issue? Let us know, we have great deals for you! - DB",29,False,0.333
2642864.0,@sprintcare I also clicked the “contact us” and was waiting on a chat that wouldn’t load.,Network / Connectivity,Customer Service Issue,0.7491011904849132,Human,Auto,0.2573045411072399,"@461548 Perfect! If you need anything else, just let us know! :) -PB.",13,False,0.0
1958109.0,This has been going on since when? 2013? #Sprint #TMobile,Network / Connectivity,Cancellation / Switching / Retention,0.7613868200594047,Human,Human,0.4409194748526412,"@245435 We have many deals available, including the one mentioned. To verify the best one for you, call our Telesales team at : 800-777-4681. - JF",26,False,0.0
1320686.0,@116447 I hope you’re paying close attn to how your team handled the iPhone X launch. I’m using this downtime to shop other carriers.,Network / Connectivity,Billing / Payment,0.4936475502449477,Human,Human,0.3280285622378974,@271464 It definitely will. We look forward to speaking to you!,11,False,0.0
1026605.0,@145599 @115714 @76319 @76320 @7555 @7554 @320357 @76321 @76322 @76323 @36269 ...and you make the most loyal customer to keep paying top $$$$,Network / Connectivity,Billing / Payment,0.699440644640937,Human,Human,0.3546157985047885,"@492327 This is very concerning to us, we're here to help. Please send us a Direct Message, so that we can further assist you. - NR",26,False,0.0
1762698.0,@sprintcare Why is there no option to email for account support? Chat agent useless and unable to assist. I don't want to talk on the phone.,Customer Service Issue,Cancellation / Switching / Retention,0.4048111444990315,Human,Human,0.3565843462961495,"@350153 Please follow us on twitter, so that we can continue to assist you. -JC",15,False,0.071
331829.0,"@115714 how do I have 5 bars on my phone and the service is still slow. Everywhere is houston my service sucks, 🤦🏽‍♂️😡",Customer Service Issue,Device / Technical Issue,0.475658801417956,Human,Auto,0.3932349274880939,"@368637 Hi Klee, we would like to take a look into this. Please DM us more. -AC",17,False,0.0
1412057.0,@116447 @115714 I'm paying 19 and 27$$$ per month for an iPhone 6s Plus and iPhone 7. Why can't I get this deal?....,Billing / Payment,Billing / Payment,0.6622364487630978,Human,Human,0.3785543960562647,"@772625 Please, send us  a Direct Message, so we can further assist. -CL https://t.co/rMApsV8PQY",14,False,0.0
541873.0,"@115714 @sprintcare Worst advice ever. They only made me more upset. Im only 47 years old. God willing Ill live another 20. I spend $3000+ a year with .@115714. Willing to lose $60,000 worth of my lifetime business over a $173 fee...great business model!!!!",Device / Technical Issue,General Complaint / Other,0.2974563901598869,Auto,Human,0.2325398714633102,@716813 That doesn't sound fun. What's making you feel this way about us? - AP,15,False,0.0
2292231.0,@sprintcare After trying for a while it just says text not sent,Cancellation / Switching / Retention,General Complaint / Other,0.2671131107837343,Human,Human,0.2847340570638312,@49154 does it say @5911.com? U may have the text messaging gateway activated. –DMG,14,False,0.125
1218763.0,@sprintcare DM won't fix your poor service everywhere😔,Customer Service Issue,Network / Connectivity,0.5873350069906522,Human,Auto,0.5061641004553425,"@319762 Yes, simply means a direct message. I'll be happy to assist you. - LP",15,False,0.0
1238923.0,🙄 why does my phone say no service @115714,Network / Connectivity,Device / Technical Issue,0.890925720680728,Human,Auto,0.7860132678785898,"@521535 Hi, due to unforeseen and controllable circumstances we've had some customers reach out to us about network and connectivity. -AJS",21,False,0.0
394242.0,@115714 service is the worst between always being in 3g nothing ever loads... let me out please... it’s miserable,Customer Service Issue,Network / Connectivity,0.8944425922146253,Human,Auto,0.5842303998530637,@153508 Hey! Hope you’re doing well today. What's making you feel this way about us? - AP,17,False,0.0
611631.0,@sprintcare @116447 Brandon Donnell called during work hours tells me to call back a disconnected number #SpintisTranphobic,Network / Connectivity,Customer Service Issue,0.6993146574688661,Human,Auto,0.3575540376161234,@414325 You will be contacted by a member of the Executive team. Team @116447,14,False,0.0
1283835.0,@sprintcare i wasn’t when it happened. nothing was working.,Order / Upgrade / iPhone,Website / App Issue,0.9531753845011706,Human,Auto,0.5182633295501184,@603242 Ok! Follow the next steps to update your network profile: iPhone: Phone &gt; ##873283# &gt; Call &gt; OK &gt; OK. -DM,22,False,0.0
1465540.0,@115714 preordered site crashed called line kept dropping got thru they lied on shipping day waited for it today dont get it till the 14 usucksprint,Network / Connectivity,Order / Upgrade / iPhone,0.6858302171914081,Human,Auto,0.2840357630630735,"@429649 I'm sorry for the trouble, let's get this fixed for you. Are you still having issues preordering the device? -SA",21,False,0.0
1300377.0,"Honestly, @115714 is trash if you don't have wifi 70+ percent of the time you're using your phone",Network / Connectivity,Device / Technical Issue,0.5548350066477475,Human,Auto,0.3979162956286912,"@327330 Have you taken your phone to the store to be evaluated? Please send us a Direct Message, so that we can further assist you. -EM",26,False,0.333
1612371.0,@sprintcare I Have To Stay On WiFi To Talk Or Text. This Is Ridiculous.,Cancellation / Switching / Retention,General Complaint / Other,0.2083246110097904,Human,Human,0.4836121859236452,@371249 We are here to help. If you change your mind please send us a DM so we can assist. -AF,21,True,0.0
1477154.0,"Weird, I don’t have LTE in the middle of the city. Another reminder that @115714 is absolutely awful. @sprintcare 🖕🏼",Cancellation / Switching / Retention,Network / Connectivity,0.4204945813744016,Human,Human,0.3356000742254842,"@516636 Can you elaborate on the issue experiencing? Please send us a Direct Message, so that we can further assist you. -CP",22,False,0.1
1503223.0,@sprintcare My calls and messages going to the next door neighbor phone 😡,Cancellation / Switching / Retention,Device / Technical Issue,0.6919191350052253,Human,Auto,0.3769227724131935,@803044 Let's check on that services for you. Please DM us to assist. - EG https://t.co/rMApsV8PQY,16,False,0.0
487123.0,"@115714 Still no reply from sprint, someone was supposed to call me to help within 24-48 hours and nothing!",Customer Service Issue,Customer Service Issue,0.8202881152611675,Human,Auto,0.5087299323975844,"@345095 Hello Mrs. Miller, I hear you and would like to help.  Are you available now?  If so - please DM me so that I can further assist you. -MB",30,False,0.091
1330744.0,@115714 why do I pay my bill if I’m still not going to have service all month anyway??,Network / Connectivity,Billing / Payment,0.9722497771651486,Human,Human,0.481934825619539,@782689 Hello there! This concerns us. Please follow us and send us a DM to help you with this matter. - LR,22,True,0.0
389117.0,@sprintcare Galaxy S7,Device / Technical Issue,General Complaint / Other,0.4503798635066126,Human,Auto,0.8332816573285141,@701477 How long has this issue been going on? Is it just the text and calls? -CD,17,False,0.0
2789864.0,Switching to @115714 has been the worst thing I've ever done.,Website / App Issue,Cancellation / Switching / Retention,0.8313455867125362,Human,Human,0.4355159075603111,@654679 Hey! We hate that you feel this way. What's going on? I'd like to help. -CD,17,False,0.0
256957.0,@115714 y'all customer service sucks !!!!!,General Complaint / Other,Network / Connectivity,0.9918263155945508,Human,Auto,1.0000000000000002,"@465698 Good day, this comment is very concerning. Please send us a Direct Message and let us know why you feel this way. -KK",24,False,0.0
2071893.0,20 years with @115714 and I can’t even text cuz my service is so bad.,Device / Technical Issue,Network / Connectivity,0.587213121662467,Human,Auto,0.4725302174353551,@491198 Please remove your contact number from this forum due to it being private and confidential. We're unable to send you a text message. -PP,25,False,0.2
760087.0,Dear @115714 I have been trying to get someone on the phone for 30 minutes. Your automated service is very uselesss.,Cancellation / Switching / Retention,Device / Technical Issue,0.5628581851551039,Human,Auto,0.3678826234628656,"@540650 This is concerning to us. Please, send us a DM with more details of your issue, so we can be able to help. -DP https://t.co/rMApsV8PQY",26,True,0.083
1268159.0,@sprintcare Yes and yes,Network / Connectivity,General Complaint / Other,0.5246717588388711,Human,Auto,1.0,@330401 Please use the link provided so that you can review your eligibility https://t.co/DXeSKlIlYx. -DR,15,False,0.0
2465780.0,@sprintcare Mine has not been resolved and my original order still says cancelled.,Network / Connectivity,Cancellation / Switching / Retention,0.6082588907266224,Human,Human,0.5485313643912599,@436495 Glad we could be of help. Thanks for choosing Sprint = ) -SM,14,False,0.0
1524529.0,Got the new iPhone but why don’t I have service @115714 ... damn anymore problems sprint?,General Complaint / Other,Order / Upgrade / iPhone,0.6334514374814663,Human,Auto,0.4263152765082069,"@528258 @528258 - Hi! Does ""no service"" appear on the display? -LG",12,False,0.143
1115138.0,"@115714 , can you please tell me why I have almost full LTE bars but SLOW internet? thanks 🙃",General Complaint / Other,Network / Connectivity,0.8851310824265167,Auto,Auto,0.3458752398601753,"@163661 Thanks for reach reaching out to us. Please send us a Direct Message, so that we can further assist you. -MJ",22,False,0.222
1646457.0,Bye @115714 👋🏽,Network / Connectivity,General Complaint / Other,0.5991604647171035,Human,Auto,1.0,"@591967 Hi there, we would hate to see you leave as a customer I assure there something we can do to resolve your issue. Please shoot us a DM -SH",30,False,0.0
2585056.0,"@sprintcare I’ve been trying to cancel my Plan for a while due to poor service and bill issues, and every time I call, no one can help, and they say they will call me back and they never do.",Website / App Issue,Cancellation / Switching / Retention,0.7061833008602609,Auto,Human,0.2726551416735936,@362102 We're here to help. Please DM the location so we can check on it.,15,False,0.056
112470.0,@115714 make me an offer to come back from att only owe $160 on my lease and might pay it off to come back. Need 2 phones unlimited everything.,Network / Connectivity,Billing / Payment,0.5246442932982924,Human,Human,0.3163819021094696,@643011 Hello there! Please click on the link for our current promotions https://t.co/OLXF2ShjmN,13,False,0.0
2055461.0,The only part of @115714 that functions is accounting. They can collect $ but can’t actually help customers.  #CanYouHearMeNow,Network / Connectivity,Customer Service Issue,0.7052671612234314,Human,Auto,0.4435937932000292,@530750 Please direct message me so that I can help you with your account specifically Erra.  Thank you for reaching out. -MB,22,False,0.182
971510.0,"@sprintcare No phone service for, coming up on,24 hours! What's the deal?",Customer Service Issue,Device / Technical Issue,0.9162505629426552,Human,Auto,0.3611636503581433,"@437302 You can also get in contact with our Telesales Team: https://t.co/rRrvWdDdDR The ""Chat"" option is available 24/7. -JE",19,False,0.0
816815.0,i bought a portable charger from @115714 and this shit doesn't even work,Billing / Payment,General Complaint / Other,0.35297161220135,Human,Human,0.4779919269028205,"@268316 Wow! Please give it a few minutes then try again! Or, visit Sprint Chat for a Sales expert to help you with your preorder. -MM https://t.co/rMApsV8PQY",27,False,0.0
1379686.0,@sprintcare Its just hard to believe since I stuggled for an hour and 45 minutes with the site.....,Cancellation / Switching / Retention,General Complaint / Other,0.2399005407646738,Human,Human,0.3381230805532573,"@315146 Oh man, let's check on that service for you. Please send us a Direct Message, so that we can further assist you. -TR",24,False,0.0
2175637.0,@sprintcare I AM ABOUT TO REPORT SPRINT TO THE BBB....THIS IS CRAZY,Network / Connectivity,Cancellation / Switching / Retention,0.4623446964320809,Human,Human,0.3499795518685532,"@211419 Hi! Are you currently having any issue? If so, please follow us and DM us to take a look into it. -IG",23,False,0.0
1475649.0,"@115714 has the shittiest CS ever. They won’t exchange a defective phone, and if I want to downgrade a phone I ordered online, it’s $35.",Device / Technical Issue,Device / Technical Issue,0.3899357108780112,Human,Human,0.3308667486747302,@579432 Hello there! We want you to have your phone. The shipping expectation on https://t.co/RDgqxv7W9w is your best resource to track your device. LM -.,25,False,0.2
667408.0,"So over @115714 right now! Think it's time for a new carrier. So much for being a ""valued customer""",General Complaint / Other,General Complaint / Other,0.2626753828686732,Human,Human,0.352202700109936,@530877 We hate to hear you wanting to leave the sprint family. How can I help you today in changing your mind about leaving?,24,False,0.0
2234976.0,@sprintcare Your service fucking sucks!!,Billing / Payment,Network / Connectivity,0.946735788713841,Human,Auto,0.8409083113824246,@684508 This is really concerning to us and we are here to help. What kind of service issues you are having? -K.B,22,False,0.2
2595029.0,@115714 Man my phone keeps dropping calls. I want this month bill free 😒,Network / Connectivity,Device / Technical Issue,0.4831453870494492,Human,Auto,0.3494381816898637,@301606 Hey there! Thank you for reaching out to us. Please send me DM with a brief summary of your issue at hand. -SH,24,False,0.0
2510072.0,My patience with @115714 is becoming so freaking thin 🤬,Website / App Issue,General Complaint / Other,0.5915846464033953,Auto,Auto,0.3999915987000584,@508771 Hello there! Are you experiencing service issue? Please let us know. We're always here eager to assist. - KP,20,False,0.0
1968035.0,@sprintcare Done!,Cancellation / Switching / Retention,General Complaint / Other,0.7848111100888455,Human,Auto,1.0,"@409759 This sounds concerning. Send us a Direct Message, so that we can further assist you. What exactly are you experiencing? -SD",22,False,0.0
1815523.0,"@125241 em si buenas noches, cuando voy a tener señal?",Cancellation / Switching / Retention,General Complaint / Other,0.5367866196882394,Human,Auto,0.4676040125185302,@527632 Seguimos trabajando para poder restablecer los servicios a la mayor brevedad posible. Agradecemos su paciencia. - GV,18,False,0.0
2211104.0,"@sprintcare And PS that tweet took...Oh, an hour to actually post.",General Complaint / Other,General Complaint / Other,0.3091999525786512,Auto,Human,0.4732530287199424,"@254004 This is not the kind of feedback we are striving to receive. Please send us a Direct Message, so that we can further assist you. - LV. https://t.co/rMApsV8PQY",29,False,0.143
2420430.0,Why can’t I get 3g or LTE this morning @115714 get it together please,Order / Upgrade / iPhone,Network / Connectivity,0.8358008019490341,Human,Auto,0.417952755422208,@628645 Can you inform us on the make and model of your device? - NJ,15,False,0.0
814509.0,My whole service rn is some SHIT !! @115714 !!🤯🤬🖕🏽,Website / App Issue,Network / Connectivity,0.8743774642996461,Auto,Auto,0.7478630828826214,@494198 What's going on? We want to help you. -AF,10,False,0.0
1240831.0,Getting AWFULLY tired @115714 @sprintcare of having to tweet about your terrible customer service to get ANYTHING done! @116447,Order / Upgrade / iPhone,Network / Connectivity,0.8161140034354437,Human,Auto,0.451036624108679,@642991 Tell us how we can change this impression. -JA,10,False,0.0
1389411.0,@sprintcare It keeps saying I am past due on my balance. But on my sprint account it’s not due until 10/19. And I keep getting calls and emails,Order / Upgrade / iPhone,Billing / Payment,0.2921192253394718,Auto,Human,0.3419689815738659,@302704 I can help you with that.  Can you send  a dm so we can then send you a secure link please?  we can get this resolved for you,29,False,0.0
1362733.0,@437301 @236842 @115714 There is always issues with sprint thats why I’m dropping them and going to Verizon as soon as I’m done paying my current phone.,General Complaint / Other,Cancellation / Switching / Retention,0.7462146182296993,Auto,Human,0.2796466235061308,"@797938 Hello there! What is going on? Please, follow us and DM us so that we can take a look at this. -IG https://t.co/rMApsV8PQY",24,False,0.133
623358.0,@115714 is the worst service I've ever had in my entire life. Within 1% of Verizon my ass.,Network / Connectivity,Cancellation / Switching / Retention,0.6608839257957023,Human,Human,0.4595187908045487,@119414 Greetings. Is there anything that we may assist you with? -JT,12,False,0.0
44668.0,@115714 can’t get any tech help with a phone I just bought yesterday!!!! And when I call “oh thank you for being with sprint since ‘05” what good does being a loyal customer do?! F!!k,Device / Technical Issue,Device / Technical Issue,0.370991328073379,Human,Human,0.2880551841113302,"@122754 Thank you for reaching out, what deal are you referring too? - LS",14,False,0.111
1780571.0,@234490 @118159 Te daría pena si supieras la basura de compañía a la que prestas tu imagen,Device / Technical Issue,General Complaint / Other,0.546943632486196,Human,Auto,0.3885932071110417,@591492 Sí. Te damos una Tarjeta Prepagada Visa de hasta $650 para cubrir los costos de cambio. Para más información: https://t.co/9Jp7q8bedM . - JG,24,False,0.0
1367165.0,"@115714 @sprintcare what's the point of the #iPhoneForever program if I have to pay the ""remaining bal"" on my phone even after 12 mo??? 🙄",Customer Service Issue,Billing / Payment,0.6719682680318384,Human,Human,0.3178925157849452,@471026 @471026 - I do apologize for any inconvenience caused to you.  Is there anything else that I can assist you with today? -LG,24,False,0.0
46023.0,More rockets fast speeds from 2013 for @115714 When r u going to get a ‘17 network @52911 #sprintsucks https://t.co/Q0L3z4kN6P,Network / Connectivity,Network / Connectivity,0.5204599338900672,Human,Auto,0.4087586942542419,"@648218 Hi Tiffany, I am about to call you. -Resolution SupervisorDR",11,False,0.0
644411.0,@sprintcare I just can’t with #sprint right now.  Omg the coverage gets worse and worse.  This has been going on for #waytoolong,Device / Technical Issue,Network / Connectivity,0.3872113558299839,Human,Human,0.3428667143122815,"@533507 Thank you for reaching out to us! There definitely are, as well other places including the Caribbean. How can we help you today? CB",25,True,0.0
408288.0,If @115725 can offer me a good enough deal then I may switch. @115714 has went down hill. Can't even talk or surf the web half of the time,General Complaint / Other,Cancellation / Switching / Retention,0.7869906783451217,Auto,Human,0.3417144491444234,"@821477 Hi! We would like to assist you and provide you with the best resolution. Please send us a Direct Message, so that we can further assist you. -MM.",29,False,0.0
174771.0,@115714 you need to call my mom and treat her like a new customer or I'm taking my lines with. Any carrier will buy out contacts you can PM me for her info. 11 lines... Not happy!,Customer Service Issue,Website / App Issue,0.2735032742234337,Human,Human,0.3287599033077104,"@782686 Great! You can verify additional information how to get the service here: https://t.co/jSlSl5eqLc . If your account qualifies, you should receive an SMS to register your Sprint account, and then you'll finish your Hulu registration at https://t.co/puRUfI82sH . -AG",40,False,0.0
