customer_tweet_id,customer_message,tweet_id_brand,brand_reply,created_at
5523.0,@sprintcare @115714 thinking about upgrading my wife’s iPhone 6.  What is your best offer?,5522,@117001 Hey! We would need to see what offers are available to you. Send us a DM so we can further assist you. -CD,Tue Oct 31 23:16:16 +0000 2017
6899.0,"@sprintcare @83216...the last agent in telesales, Ching or Chin, basically told me he has not ID #, and NO MANAGER OR SUPERVISOR TO ESCALATE MY ISSUE TO!",6898,@117178 This sounds concerning. Please DM us more details to review this situation more closely and verify where the issue is coming from. - JF,Mon Oct 09 00:35:34 +0000 2017
6903.0,anyone and everyone....if you decide to do business with @115714 .....save your money and time. The customer service is insulting and a joke,6900,"@117178 Are you currently experiencing some type of issues with your service or bill? Please let us know what is going on, to give you a hand. - JF",Mon Oct 09 00:21:40 +0000 2017
4313.0,@115714 Sprint always going the distance for you.just like the Jeep.from coast to coast and beyond,7741,@116718 Thank you!,Tue Oct 31 23:37:34 +0000 2017
7743.0,@115714  @sprintcare &amp; she hung up the phone on me. I want my money back. Or else the whole world gonna know,7742,@117302 Hi there! Can you tell us the reason for the credit? Can you also join us in a DM so we can assist you? -KW,Tue Oct 31 23:36:56 +0000 2017
7745.0,@sprintcare is there an outage in the Minneapolis/St. Paul Minnesota area?,7744,"@117303 Thank you for reaching out to us. Please send us a Direct Message, so that we can further assist you. -C.H",Tue Oct 31 23:34:08 +0000 2017
7747.0,@115714 had THEE worst service on the planet fam.,7746,@117304 Please let us know if you're currently having service issue with us? We at Sprint would like to know so we can further assist. -JN,Tue Oct 31 23:31:02 +0000 2017
7749.0,@115714 FIX IT BECAUSE MY WIFI DOING BETTER THAN YALL..... HOW ???!!!! PLEASE TELL ME HOW 😊,7748,@117305 Oh…that’s so not cool…let me check it out for you! Shoot us a DM so that we can further assist you. -AH,Tue Oct 31 23:30:19 +0000 2017
7753.0,@115714 sells phones that are unusable in other companies. They can unlock them but they don't,7751,"@117306 Can you please send us a DM, so that be can able to  further look into this issue pertaining your device being unlocked? -TC",Tue Oct 31 23:29:52 +0000 2017
8035.0,"@comcastcares It happens every night, like in between 2 4 am. Wow. I appreciate the response. Damn #Sprint y'all have no type of live for your customers..",8037,@117395 Thanks for reaching out. What can I help with today? -SM,Thu Nov 02 17:45:17 +0000 2017
8039.0,@sprintcare My internet SUCKS!!!! And their is ALWAYS something wrong with my bill. Lol. It's crazy. I could've went to #MetroPCS for this😕,8041,"@117395 Hey King, Thank you for the feedback. We would like to solve this now. Please send us a DM. It will be our honor to assist you. Ange L",Thu Nov 02 18:19:48 +0000 2017
8360.0,@115714 went to get the new iPhone 10 today and your sales rep wouldn’t even take the time to look up from his phone to help. #veryrude,8359,"@117471 Good day Jessica, we don't want you to continue having problems. Please send us a Direct Message, so that we can further assist you. -KK",Sun Nov 05 23:08:03 +0000 2017
8837.0,@sprintcare 5 lines for $100? Better rate then @115911 but I'm a fan of @115913. What more do you have @115714. Got a cool CEO?,8836,@117587 Looks great right.. And our CEO is cool too.,Tue Oct 31 23:56:27 +0000 2017
8839.0,@115911 @115725 @115714 All I'm saying is that I prebooked first day because I was promised a date which I liked. I got 7 lines on my act. @115725 keep your 🤞,8838,@117587 Hello there! Check out our promotions. Click on the link https://t.co/OLXF2ShjmN,Tue Oct 31 23:45:50 +0000 2017
8843.0,@626 @115714 I still have zero service and power has mostly been restored. This is unacceptable in a day and age when most people only carry cell service,8841,@117588 @626 @115714 Could tell us which iPhone you have? -L.O,Tue Oct 31 23:54:11 +0000 2017
8842.0,"@sprintcare @626 @115714 Lol for the eighteen thoudandth time, this is not my phone because there are 2 iPhones and 2 androids, and it effects them all. SMFH",8844,@117588 We would like to preform a device refresh from our end. -L.O,Wed Nov 01 00:01:22 +0000 2017
8845.0,@sprintcare Are you getting dizzy yet? Because you seem to be running in circles.,8847,"@117588 We are going and preform the device refresh on all four devices, could you power off the devices and power them back on in 5 minutes. -L.O",Wed Nov 01 00:05:26 +0000 2017
8854.0,"I like how i pay for ""unlimited"" for the ""fastest"" 4g service but after a certain amout of gigs used apparently it slows down cool. @115714",8853,@117589 Go to https://t.co/giLERIJ9sA for details about our network management practices. -KA,Tue Oct 31 23:53:12 +0000 2017
8856.0,@sprintcare Well how come there are people on here who’s have shipped already?,8855,"@117590 Not all order are shipped at the same time, however, they will be fulfilled. We will appreciate your patience. -JR",Tue Oct 31 23:52:59 +0000 2017
8858.0,"@sprintcare My iPhone X said deliver date of the 3rd when I ordered it, however it still says “pending” when checking order status.",8857,@117590 Once the device is launched that information will be updated. You can check when the shipping starts through https://t.co/O1mkYIdKu5 -JR,Tue Oct 31 23:38:35 +0000 2017
8860.0,@117591 @115714 Yes mine!,8859,@117590 Thanks for reaching out. What questions do you have? -ES,Tue Oct 31 17:11:41 +0000 2017
8866.0,@sprintcare @115714 never mind i can’t even send txts. https://t.co/iWFDZrLDzF,8864,@117592 We will like to take a look into this for you. Shoot us a DM to assist. -JA,Tue Oct 31 23:52:12 +0000 2017
8869.0,@sprintcare I Broke My Phone And Yah Insurance Clam Thing Giving Me The Run Around,8868,"@117593 Hey Stephany, you would have reached out to us in regards to some service issues. 1/3 - Resolution SUP NN",Tue Oct 31 23:50:53 +0000 2017
8876.0,@117594 @115714 Im Finna Call You,8875,@117593 How may we be of assistance to you? We are always happy to help.-DD,Tue Oct 31 01:01:29 +0000 2017
9021.0,@115714 Took me 5 mins &amp; a hotspot to tweet this,9020,"@117605 Hi! Are you experiencing any sort of issue with your other services (ex.: phone calls and text)? Please, let us know more about this, sending us a DM. We'll be more than glad to assist you. -LR. https://t.co/rMApsV8PQY",Wed Nov 22 11:21:54 +0000 2017
9024.0,"@115714 you know, “all the networks are great now.”  What the fuck year is it, 2001? Fuck you and your shitty 3G one-bar. https://t.co/IkRazgHgS1",9023,"@117606 Hi! For how long have you been experiencing this? Are you receiving 3G somewhere near your domicile? Please, allow us to check your surrounding. Send us a DM, we'll be glad to assist you? -LR. https://t.co/rMApsV8PQY",Wed Nov 22 11:21:12 +0000 2017
9026.0,Bruh @115714 be blowing it with this bum ass service,9025,"@117607 Hi! For how long have you been experiencing this? Are you receiving 3G somewhere near your domicile? Please, allow us to check your surrounding. Send us a DM, we'll be glad to assist you? -LR. https://t.co/rMApsV8PQY",Wed Nov 22 11:20:11 +0000 2017
9540.0,@sprintcare Did that*,9539,@117730 Please give us the opportunity to investigate your issue and we will contact you with a resolution.,Wed Nov 01 00:11:30 +0000 2017
9543.0,"@115714 @117731 Brooklawn nj store has a thief, spoke to manager, took my info then never called back of course",9542,@117730 Your post brings great concerns to us. Can you please send us a DM with the details so we can get down to the bottom of this? -ES,Tue Oct 31 23:56:32 +0000 2017
9547.0,@115714’s service is 🚮 my bill is wayyy too much to never have service 😑,9546,"@117732 Hi! We would like to look into this. Please send us a Direct Message, so that we can further assist you. -KA",Wed Nov 01 00:07:44 +0000 2017
9552.0,"@sprintcare Still nothing 2 hours later, our definitions of ""momentarily"" are not aligned.  Ashley @ 312.890.7112 - please contact. FYI@Koster4Missouri",9548,@117733 We apologize for the delay. Your assigned analyst will be contacting you shortly.,Wed Nov 01 00:01:28 +0000 2017
9554.0,@sprintcare @67723,9553,@117733 We regret to hear of your recent experience and we want to help. We will reach out to you momentarily to address your account concerns.,Tue Oct 31 21:12:16 +0000 2017
9557.0,"@67723 Could you confirm @115714 falls within your office's jurisdiction?  I have been defrauded, @sprintcare refuses to mediate.",9555,@117733 Hello Michael! We will send you a DM shortly.,Tue Oct 31 02:23:54 +0000 2017
10341.0,"@117877 @115714 Exactly, it’s a Customer Service business so how could they be good to you if that is bad, I’d say it’s horrendous",10339,@117730 Is there anything else we can assist you with today?,Wed Nov 01 00:24:07 +0000 2017
10340.0,@sprintcare Did you find my phone that I returned to brooklawn nj store that was stolen by an employee  and credit account?,10342,@117730 This issue is being investigated for you and we will contact you on Thursday with a resolution.,Wed Nov 01 00:32:37 +0000 2017
10343.0,"@sprintcare Ok thank you, will talk then",10344,@117730 My pleasure. Is there anything else I can assist you with today?,Wed Nov 01 00:49:47 +0000 2017
10352.0,@115714 I preordered on Friday and didn’t get this deal 😡,10350,"@117879 We would like to look into this for you. Please send us a Direct Message, so that we can further assist you. -JJ",Wed Nov 01 00:23:49 +0000 2017
10351.0,"@sprintcare @117879 I didn’t get this deal either...I got $41 a month, if they’re offering it for $22 a month now that’s crazy I want in on it!",10353,@117880 Hi! The deal's available when you get it with Sprint Flex &amp; trade-in an eligible device. Info available here: https://t.co/7esColq99k . - FZ,Wed Nov 01 02:13:51 +0000 2017
10394.0,Yah know... I'm really really really tired of @115714,10393,@117881 Tell us why? We really want to know. -JN,Wed Nov 01 00:23:38 +0000 2017
9424.0,@115911 @ATT @115714 @115725 .  I currently have Verizon and due for an upgrade. They won't give me a deal.  Give me a good deal and I switch tomorrow.,9426,@117688 Hello there! Please check our current promotions by clicking on the link https://t.co/OLXF2ShjmN,Wed Nov 01 00:20:33 +0000 2017
10397.0,Hold on... how?... nvm https://t.co/xgcksSyWqV,10396,"@117882 That's not the feedback we like to read. What seems to be the issue? Let us know, we're here to help. -AP",Wed Nov 01 00:18:41 +0000 2017
10399.0,@115714 sucks so bad. Always switching to roaming so they can charge me whatever the hell they want. Get a real network!,10398,"@117883 We'd be more than willing to take a look at the area for you if you can DM us a good intersection, J. :) -CDE",Wed Nov 01 00:16:51 +0000 2017
10402.0,Sad when you have been a customer for over 18 years...&amp; they say “there is really nothing we can do”...must be time to switch! @115714,10400,"@117884 Good evening, Heather - What seems to be the issue? Will you PM us with the specifics, please? -CDE",Wed Nov 01 00:15:19 +0000 2017
10404.0,"Mad at Sprint, daughter had her phone stolen and we are getting the rum around trying to get her a new one. #Sprint  #frustrated",10403,"@117885 This is concerning to us. Please, send us a DM with more details of your issue for us to assist you further. -DP",Wed Nov 01 00:15:08 +0000 2017
10870.0,@sprintcare is there any news on when the WiFi calling Plus will be available for the Note8?,10869,"@118025 Currently, the Note 8 does have Wi-Fi Calling. Send us a DM so we can provide you with the steps to activate it. -KW",Wed Nov 01 00:43:18 +0000 2017
10872.0,@118027 @118028 @115714 smart move @115714 sucks read all the negativity on their facebook page,10871,@118026 We r sorry u feel this way. We strive for the satisfaction of all. How may we b of assistance?-DD,Wed Nov 01 00:42:42 +0000 2017
10876.0,@115714 what’s going on with my service ?,10875,"@118029 Hi there, thanks for reaching out to us. Please send us a Direct Message, so that we can further assist you. Sprint cares. -RM",Wed Nov 01 00:34:36 +0000 2017
10879.0,"@118031 @115714 I just received my tracking numbers today, I hope you did too!",10877,@118030 Hey there! We are happy to hear this. -JC,Wed Nov 01 00:32:11 +0000 2017
11318.0,@sprintcare I knew you would ge back to me via social media. You all have a refund you owe me &amp; ive been trying to solve my account issue w/ you all,11317,@118155 We understand. Please send us a DM so we can further assist. -RW,Wed Nov 01 00:59:20 +0000 2017
11320.0,Been calling sprint all week! Been on hold for a whole hour with @115714 today and still haven't resolved my issue! I'm calling @118156 💯,11319,"@118155 Hey Malika, this is not the kind of feedback we like to hear! Please send us a DM elaborating on the issue. We're here to help! -RW",Wed Nov 01 00:56:26 +0000 2017
11322.0,"@115714 I’m being charged for the phone I returned, in YOUR envelope, via YOUR return service, plus late fees",11321,"@118157 Let's look into this. Please send us a Direct Message, so that we can further assist you. -RL https://t.co/rMApsV8PQY",Wed Nov 01 00:58:35 +0000 2017
11325.0,@118159 por qué su señal es tan mediocre?,11324,"@118158 Hey Azael, su Tweet realmente nos preocupa. Por favor envíenos un DM para poder asistirle. -  EH",Wed Nov 01 00:54:21 +0000 2017
11327.0,@sprintcare WTF THEY JUST HUNG UP ON ME AGAIN!!!!,11326,"@118160 We want to help you, in order for us to do so, you'll need to send us a Direct Message so we can better assist. -AG",Wed Nov 01 00:52:07 +0000 2017
12265.0,im just shitty rn I hate @115714 with a passion 😡,12264,@118438 We don't want you to have problems. Shoot us a DM telling us issue? - SP,Wed Nov 01 01:24:04 +0000 2017
12269.0,You are the worst cellphone company in PUERTO RICO @115714 https://t.co/8VyagspYV0,12266,@118439 Hi there! What makes you feel this way? -RL,Wed Nov 01 01:18:03 +0000 2017
12267.0,"@sprintcare You're the worst, period.",12270,@118439 That's not the way we want you to feel. We keep working hard to restore the service completely in the island. -JT,Wed Nov 01 01:43:56 +0000 2017
12271.0,"@sprintcare Im sorry, but it has been 40 days, and the service in Puerto Rico is worst thsn ever. I can't even communicate with my family well.",12272,"@118439 We do anything possible to resolve it. Sprint customers can activate the Roaming feature, Sprint will cover the charges. -JT",Wed Nov 01 02:16:46 +0000 2017
12274.0,@115714 y’all really need to get this signal shit together G,12273,"@118440 Hi there! We'd like to look into this issue for you. Please send us a Direct Message, so that we can further assist you. -AA",Wed Nov 01 01:15:13 +0000 2017
12793.0,A @115911 rep screwed up my order this morning and they refuse to fix it for me- guess I'm headed to the @115714 store,12792,@118553 Now is the right time to switch to sprint learn more at https://t.co/DXeSKlIlYx.  KB,Wed Nov 01 01:40:31 +0000 2017
12798.0,@sprintcare I had my iPhone replaced by Apple because it was defective. Now I can’t receive SMS messages from Verizon numbers. No one has been able to help me out. Hoping you can! I have reset my network settings. I can send SMS and receive MMS from Verizon numbers.,12795,"@118588 Hey Laura! Don't worry, we're here for you. How long have you had this issue? -CO",Wed Nov 01 01:39:29 +0000 2017
12797.0,@sprintcare This forum post suggests that I may need my text messaging service reprovisioned https://t.co/PoNQ4XFcnu,12799,@118588 Okay no worries! Can you send us a DM so that we can further address this issue? -CO,Wed Nov 01 01:59:31 +0000 2017
12801.0,@115714 I will drive that jeep on a road trip to where ever it leads me,12800,@118589 @849 please refer to https://t.co/5BciNqgODO to enter. -FA,Wed Nov 01 01:34:48 +0000 2017
13426.0,@115714 Yellow stone park,13425,"@118787 Hi there! Are you having issues? Please let us know, in order for us to further assist you. -AA",Wed Nov 01 01:59:19 +0000 2017
13429.0,"If you have @115714, be sure to check your phone bill since they’re charging people for 411 phone calls. Who really calls 411 these days!?! https://t.co/GjeWjUuvyq",13428,@118788 Thank you for reaching out to us. We would like to take a look into this. Please send us a Direct Message. - KC,Wed Nov 01 01:52:50 +0000 2017
13431.0,could of been at game  6 of the WS but of course @115714 has not fixed my issue and i never received the text or call smh. Thanks alot,13430,"@118789 Hey Keith, this seems very concerning. What issues are you experiencing? Please DM us so we can further assist you! -SB",Wed Nov 01 01:51:08 +0000 2017
13435.0,@sprintcare &amp; @115714 ARE COMPLETE LIERS! They force you to keep the service and won’t disconnect! #BlackTwitter #America #smartphones,13432,@118160 @115714 Thank you for taking my call. I do hope that the transfer to the other department was successful. -AG,Wed Nov 01 01:45:32 +0000 2017
13437.0,"@115714 
New customers get $25 per line unlimited, right?
What does a loyal cust. for 20+ get? Especially when the service has been crap?",13436,"@118790 Hi there, we hope to have all our customers feeling appreciated. It is disappointing to received contrary feedback. -AJS",Wed Nov 01 01:44:45 +0000 2017
13708.0,How horrible is @115714 service? So horrible that it’s hard to keep a good signal anywhere AND this message has been sending since 9:44 https://t.co/VNPe1CL39C,13707,@118878 We're here to help. Please send us a DM so we can further assist. -AT,Wed Nov 01 02:02:00 +0000 2017
13979.0,"@Uber_Support Hey - your greenlight rep at Metairie @115714 store had me waiting almost an hour only to not be available. No decal, no information.",13981,"@118944 Hey Bill! Thank you for reaching out. I’ll be happy to help, please send us a Direct Message in order for us to further assist. -AD",Wed Nov 01 22:36:34 +0000 2017
14516.0,"@115714 ""You keep using that word, 'special characters.'""",14514,@119111 We do apologize that you are having issues with your password. We would be happy to help if needed!,Wed Nov 01 02:43:24 +0000 2017
14515.0,@sprintcare The only thing that would help would be to re-do this horrible user interface. Happy to talk to your UI folks if that would help.,14517,@119111 Thank you for your feedback and we will pass that to our team. Should you need further help please let us know!,Wed Nov 01 02:46:25 +0000 2017
14523.0,Only I would be put on hold for 1 hrs by @115714 ! And still nobody answers me 😤😫,14522,@119113 Yikes! Can you please let us know what seems to be the issue in which led to your feedback? -TC,Wed Nov 01 02:40:54 +0000 2017
14525.0,@115714 4G in Davenport Iowa! Yikes! Good thing I have an @ATT phone too! https://t.co/KZ9g5i3CPC,14524,"@119114 We would like to look into your coverage for you. Please send us a Direct Message, so that we can further assist you. -JJ",Wed Nov 01 02:38:06 +0000 2017
14533.0,It’s been 8 months of @115714 making my life difficult ❤️❤️❤️ #teamTmobile,14526,@119115 Hi there! Tell us how we can change this impression. -JA,Wed Nov 01 02:30:29 +0000 2017
14528.0,@sprintcare At T-Mobile when I had this kind of issue they ordered me a new phone and I just had to send my current phone in,14534,@119115 You will need to take the phone in to a Sprint store for diagnostics as long as you have insurance they can order you a new phone. -FR,Wed Nov 01 15:37:20 +0000 2017
14530.0,@sprintcare @115714 I don’t have insurance on it. I was told I didn’t need it by the Sales guys in a Utah store.,14535,@119115 @115714 I am sorry that is never acceptable behavior. -FR,Wed Nov 01 15:42:10 +0000 2017
15474.0,@119415 @119111 @115714 This is the worst thing I have seen in my entire life.,15473,@119414 Greetings. Is there anything that we may assist you with? -JT,Wed Nov 01 03:10:47 +0000 2017
15476.0,@115714 get your act together on your coverage. It’s pretty ridiculous that I have to be on WiFi to do anything on my phone 🙄,15475,"@119416 We'd like the opportunity to assist with this. Please send us a Direct Message, so that we can further assist you. -DE",Wed Nov 01 03:00:02 +0000 2017
15995.0,@sprintcare Then that’s giving false info because my email said 10/30 never got an update and then ups is saying 11/3 and now your saying 11/21 🤦🏾‍♂️,15993,@119504 We apologize for the misunderstanding. You check the status of your order at https://t.co/RDgqxv7W9w . - KC,Wed Nov 01 03:27:05 +0000 2017
15999.0,@119506 @115714 Same boat as you it says order processed: ready for UPS,15997,@119504 The iPhone X will start to be delivered by 11/14. You can get more information by clicking this link: https://t.co/xJXdj2F9rR . - KC,Wed Nov 01 03:02:59 +0000 2017
16002.0,@119508 @115714 Michael been complainin bout how his service didnt work since the hurricane and he reseted his phone now it doesn’t work so fix it 😤,16001,"@119507 Please send us a Direct Message, so that we can further assist you. -AL",Wed Nov 01 03:26:42 +0000 2017
16009.0,@sprintcare I HAVE A BIG ISSUE WITH YA'LL HELLO,16008,@119509 Hey there! What seems to be the issue today? -MM,Wed Nov 01 03:25:31 +0000 2017
16011.0,"@119511 I'm being over billed, I'm about to cancel my contract and go to @115714.",16010,@119510 We will be glad to have you join our Sprint family. Please reach us via DM for more details. - VC,Wed Nov 01 03:25:26 +0000 2017
16014.0,@115714 upgrade your voicemail to let me stop blocked numbers from leaving voicemails,16013,"@119512 Please send us a Direct Message, so that we can further assist you. -JE",Wed Nov 01 03:23:25 +0000 2017
16016.0,"It’s this outsourcing mess, I don’t wanna speak to someone in India about an issue in New York https://t.co/UZiTWIpVRk",16015,"@117877 Hello! Thank you for contacting us, this is really concerning to us, please send us a DM to further assist you. -JG.",Wed Nov 01 03:20:38 +0000 2017
16283.0,@115714 I would drive accross country#justforyousweepstakes,16282,@119576 Hey! Is there anything we can assist you with? -AL,Wed Nov 01 03:39:22 +0000 2017
10356.0,@115714 Signal is never good in buildings and neither is customer service. It’s a trap!!,16287,"@119578 Hello! This is concerning. Please, send us as DM and we will review your coverage. -CL https://t.co/rMApsV8PQY",Wed Nov 01 03:38:44 +0000 2017
10355.0,@115714 What does the fine print under the promo say?,16288,"@119579 Thanks for reaching out, I'd be happy to address your queries. Shoot us a DM so we can further assist. - SP",Wed Nov 01 03:36:59 +0000 2017
16290.0,@115714 Not a good customer service.,16289,"@119580 Please send us a Direct Message, so that we can further assist you. -JE",Wed Nov 01 03:30:41 +0000 2017
17565.0,@sprintcare My phone is thru att. But I would like to switch with you guys once it gets here. Will my phone works for sprint ?,17563,@119893 Sure thing. When the time comes you can visit this link https://t.co/9ABiXqmY33. -KT,Wed Nov 01 04:38:47 +0000 2017
17567.0,@115714 Just preordered mine thru att but this sounds very good to go with @115714 can I switch once my phone gets here?,17566,"@119893 Just to calcify, are you speaking about the IPhone X? Is there a particular promotion that you are interested in? DM us to get started. -KT",Wed Nov 01 03:51:06 +0000 2017
17602.0,@sprintcare How do I contact a live customer service rep? Calling funnels me into an endless phone menu,17601,"@119894 We are here to help! Please send us a Direct Message, so that we can further assist you. - LV. https://t.co/rMApsV8PQY",Wed Nov 01 04:36:47 +0000 2017
17604.0,@115714 wtf are you the shittiest service available omg,17603,"@119895 This is very concerning to hear. Please send us a Direct Message, so that we can further assist you. -JE",Wed Nov 01 04:33:53 +0000 2017
17606.0,@119897 @115714 y’all got shitty service,17605,@119896 Hey there! That statement is really a concern to us. Can you explain to us what is happening? -MM,Wed Nov 01 04:32:30 +0000 2017
17804.0,@sprintcare why are my words showing symbols instead of the words ??? Tf,17802,@119941 Hi there! We saw your tweet and would like to assist you. Please send us a DM and follow us to further assist you. -GM.,Wed Nov 01 04:56:50 +0000 2017
17806.0,@sprintcare Thank you!,17805,@119942 No problem. We're for you. -KT,Wed Nov 01 04:46:52 +0000 2017
17809.0,I am so over @119943 @119944. My service started to get worse nd now it says No Service.Well i guess ill be visiting @115714,17807,"@119942 Hey there! We will be more than happy to have you join the Sprint family. Visit the link provided to see how, https://t.co/4MjVV3ABaa . -JC",Wed Nov 01 04:32:55 +0000 2017
19829.0,@sprintcare And I got the shipped email 2 days ago,19828,@120353 Please send us a Direct Message so that we can further assist. -MM,Wed Nov 01 06:40:35 +0000 2017
19832.0,"same here dude no shipment activity but says label created, also ups says that they didn't have the package just that @115714 created one https://t.co/cZkEOJ2wUL",19830,"@120353 Hey there! To check updates regarding your order of your iPhone X, you can visit https://t.co/E2O5xci9LH. -MM",Wed Nov 01 06:36:17 +0000 2017
20857.0,@sprintcare I’m not even a customer yet and I’ve gotten the run around. 7250 S Cicero Ave store is a joke. Fire everyone,20854,@120573 We do apologize for the experience in which you had at our store. What seems to be the issue? -MM,Wed Nov 01 07:23:18 +0000 2017
20855.0,"@sprintcare Also, that store is playing load music that makes it hard to hear. It’s a store not a dance club.",20858,"@120573 To activate your device, you can either visit the link provided, https://t.co/cLSUsitfDr or call 866-782-8777 for further assistance. -MM",Wed Nov 01 07:44:36 +0000 2017
